Филиал Кубанского государственного университета физической культуры спорта и туризма ,Ейск
Филиал Кубанского института международного предпринимательства и менеджмента в городе Кропоткине,Кропоткин
Филиал Московского государственного открытого университета ,Ейск
Филиал Московского нового юридического института ,Сочи
Филиал НОУ ВПО «Московский университет имени С.Ю. Витте» ,
Филиал Российского государственного гидрометеорологического университета ,Туапсе
Филиал Российского государственного социального университета ,Сочи
Филиал Российского государственного университета туризма и сервиса ,Сочи
Филиал Ростовского государственного университета путей сообщения ,Краснодар
Филиал Ростовского государственного университета путей сообщения ,Кропоткин
Филиал Ростовского государственного университета путей сообщения ,Туапсе
Филиал Ростовского государственного экономического университета РИНХ ,Ейск
Филиал Санкт-Петербургского института внешнеэкономических связей экономики и права ,Краснодар
Филиал Сочинского государственного университета ,Анапа
Филиал Ставропольского института имени В.Д. Чурсина ,Кропоткин
Филиал Финансового университета при Правительстве Российской Федерации ,
филиал Финансового университета при Правительстве Российской Федерации ,Новороссийск
Филиал Южного федерального университета ,Геленджик
Филиал Южного федерального университета ,Ейск
Южно-Российский институт международных отношений,Краснодар
Южный институт менеджмента,Краснодар
Ачинский филиал Красноярского государственного аграрного университета,Ачинск
Ачинский филиал Современной гуманитарной академии,Ачинск
Восточно-Сибирский институт туризма - филиал Российской международной академии туризма,Красноярск
Енисейский филиал Сибирского государственного университета водного транспорта (,Красноярск
Красноярская государственная академия музыки и театра,Красноярск
Красноярский государственный аграрный университет,Красноярск
Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого,Красноярск
Красноярский государственный педагогический университет им. В.П. Астафьева,Красноярск
Красноярский государственный художественный институт,Красноярск
Красноярский институт железнодорожного транспорта - филиал Иркутского государственного университета путей сообщения ,Красноярск
Красноярский институт социально-экономических наук,Красноярск
Красноярский институт экономики - филиал Санкт-Петербургского университета управления и экономики,Красноярск
Красноярский филиал Академии труда и социальных отношений,Красноярск
Красноярский филиал Московского государственного университета экономики статистики и информатики (МЭСИ),Красноярск
Красноярский филиал Российского экономического университета имени Г.В. Плеханова,Красноярск
Красноярский филиал Санкт-Петербургского государственного университета гражданской авиации,Красноярск
Красноярский филиал Санкт-Петербургского Гуманитарного университета профсоюзов,Красноярск
Красноярский филиал Современной гуманитарной академии,Красноярск
Красноярский филиал Университета Российской академии образования,Красноярск
Лесосибирский педагогический институт - филиал Сибирского федерального университета,Лесосибирск
Лесосибирский филиал Сибирского государственного университета науки и технологий имени академика М.Ф. Решетнева,Лесосибирск
Лесосибирский филиал Современной гуманитарной академии,Лесосибирск
Норильский государственный индустриальный институт,Норильск
Норильский филиал Кисловодского института экономики и права,Норильск
Норильский филиал Современной гуманитарной академии,Норильск
Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева,Красноярск
Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева,Красноярск
Сибирский институт бизнеса управления и психологии,
Сибирский федеральный университет,Красноярск
Сибирский юридический институт Федеральной службы Российской Федерации по контролю за оборотом наркотиков,Красноярск
Торгово-экономический институт Сибирского федерального университета,Красноярск
Филиал Красноярского государственного педагогического университета им. В.П. Астафьева ,Старая Русса
Филиал Красноярского государственного торгово-экономического института ,Ачинск
Филиал Московского государственного университета культуры и искусств в городе Норильске,Норильск
Филиал Московского психолого-социального университета ,Красноярск
Филиал Российского государственного гуманитарного университета ,Красноярск
Филиал Санкт-Петербургского института внешнеэкономических связей экономики и права ,Красноярск
Филиал Сибирского государственного университета науки и технологий имени академика М.Ф. Решетнева ,Железногорск
Зауральский гуманитарно-технологический институт,Курган
Курганская государственная сельскохозяйственная академия имени Т.С. Мальцева,
Курганский государственный университет (КГУ),Курган
Курганский институт железнодорожного транспорта - филиал Уральского государственного университета путей сообщения ,Курган
Курганский филиал Академии труда и социальных отношений,Курган
Курганский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Курган
Курганский филиал Современной гуманитарной академии,Курган
Курганский филиал Уральского института экономики управления и права,Курган
Шадринский государственный педагогический институт,Шадринск
Шадринский филиал Московского педагогического государственного университета,Шадринск
Академия бизнеса и предпринимательства,Железногорск
Железногорский филиал Курского института менеджмента экономики и бизнеса,Железногорск
Железногорский филиал Современной гуманитарной академии,Железногорск
Индустриальный институт,Курск
Курская академия государственной и муниципальной службы (Академия госслужбы),
Курская государственная сельскохозяйственная академия имени профессора И.И. Иванова,Курск
Курский автодорожный институт,Курск
Курский государственный медицинский университет,Курск
Курский государственный университет,Курск
Курский гуманитарно-технический институт,Курск
Курский институт кооперации (филиал) Белгородского университета кооперации экономики и права,Курск
Курский институт менеджмента экономики и бизнеса,Курск
Курский медицинский институт,Курск
Курский технический институт,Курск
Курский филиал Орловского юридического института Министерства внутренних дел Российской Федерации,Курск
Курский филиал Российского государственного торгово-экономического университета,Курск
Курский филиал Современной гуманитарной академии,Курск
Курский филиал Финансового университета при Правительстве Российской Федерации,Курск
Льговский филиал Современной гуманитарной академии,Льгов
Региональный открытый социальный институт,Курск
Региональный финансово-экономический институт,Курск
Рыльский филиал Современной гуманитарной академии,Рыльск
Суджанский филиал Современной гуманитарной академии,Суджа
Филиал Московского института государственного управления и права в Курской области,Курск
Филиал Московского института права ,Курск
Филиал Московского психолого-социального университета ,Железногорск
Юго-Западный государственный университет (ЮЗГУ),Курск
Бокситогорский институт (филиал) Ленинградского государственного университета имени А.С. Пушкина,
Выборгский филиал Государственного университета морского и речного флота имени адмирала С.О. Макарова,Выборг
Выборгский филиал Российского государственного педагогического университета им. А.И. Герцена,Выборг
Выборгский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Выборг
Выборгский филиал Санкт-Петербургского государственного университета аэрокосмического приборостроения,Выборг
Государственный институт экономики финансов права и технологий,Гатчина
Ивангородский гуманитарно-технический институт (филиал) Санкт-Петербургского государственного университета аэрокосмического приборостроения,Ивангород
Институт ядерной энергетики (филиал) Санкт-Петербургского государственного политехнического университета ,Сосновый Бор
Лужский институт (филиал) Ленинградского государственного университета имени А.С. Пушкина,Луга
Межотраслевой институт подготовки кадров и информации,
Сосновоборский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Сосновый Бор
Сосновоборский филиал Санкт-Петербургского государственного университета аэрокосмического приборостроения,Сосновый Бор
Филиал Российского государственного гуманитарного университета ,Всеволожск
Филиал Российского государственного педагогического университета им.А.И.Герцена ,Волхов
Филиал Санкт-Петербургского института внешнеэкономических связей экономики и права ,Бокситогорск
Филиал Санкт-Петербургского института внешнеэкономических связей экономики и права ,Волхов
Филиал Санкт-Петербургского института внешнеэкономических связей экономики и права ,Гатчина
Филиал Санкт-Петербургского института внешнеэкономических связей экономики и права ,Луга
Филиал Северо-Западного государственного заочного технического университета,
Елецкий государственный университет им. И.А. Бунина,Елец
Елецкий филиал Московского государственного университета путей сообщения,Елец
Елецкий филиал Современной гуманитарной академии,Елец
Институт права и экономики,
Липецкий государственный педагогический университет,Липецк
Липецкий государственный технический университет,Липецк
Липецкий кооперативный институт (филиал) Белгородского университета потребительской кооперации,Липецк
Липецкий филиал Воронежского института Министерства внутренних дел Российской Федерации,Липецк
Липецкий филиал Воронежского института Федеральной службы исполнения наказаний,Липецк
Липецкий филиал Института менеджмента маркетинга и финансов,Липецк
Липецкий филиал Международного института компьютерных технологий,Липецк
Липецкий филиал Московской гуманитарно-технической академии,Липецк
Липецкий филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Липецк
Липецкий филиал Современной Гуманитарной академии,
Липецкий эколого-гуманитарный институт,Липецк
Филиал Института международного права и экономики имени А.С. Грибоедова ,Липецк
Филиал Московского государственного университета технологий и управления ,Липецк
филиал Финансового университета при Правительстве Российской Федерации ,Липецк
Магаданский институт экономики - филиал Санкт-Петербургского университета управления и экономики,Магадан
Магаданский филиал Современной гуманитарной академии,Магадан
Северо-Восточный государственный университет,Магадан
Академический международный институт,Москва
Академический правовой институт,Москва
Академия Генеральной прокуратуры Российской Федерации,Москва
Академия Государственной противопожарной службы,Москва
Академия МНЭПУ,Москва
Академия социального управления,Москва
Академия сферы социальных отношений,Москва
Академия труда и социальных отношений,Москва
Академия управления Министерства внутренних дел Российской Федерации,Москва
Академия Федеральной службы безопасности Российской Федерации,Москва
Академия хорового искусства имени В.С. Попова,Москва
Библейско-богословский институт святого апостола Андрея,Москва
Военная академия Ракетных войск стратегического назначения имени Петра Великого,Москва
Военный университет,Москва
Военный учебно-научный центр Военно-воздушных сил Военно-воздушная академия имени профессора Н.Е. Жуковского и Ю.А. Гагарина,
Военный учебно-научный центр Сухопутных войск «Общевойсковая академия Вооруженных Сил Российской Федерации»,Москва
Всероссийская академия внешней торговли Министерства экономического развития Российской Федерации,Москва
Всероссийский государственный университет кинематографии имени С.А.Герасимова,Советск
Всероссийский государственный университет юстиции (РПА Минюста России),Москва
Высшая школа корпоративного управления,Москва
Высшая школа печати и медиаиндустрии Московского политехнического университета,Москва
Высшая школа психологии (Институт),Москва
Высшая школа финансов и менеджмента Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,
Высшее театральное училище (институт) им. М.С. Щепкина при Государственном академическом Малом театре Росии,Москва
Государственная классическая академия имени Маймонида,Москва
Государственный академический университет гуманитарных наук,Москва
Государственный институт русского языка им А.С. Пушкина,Москва
Государственный музыкально-педагогический институт имени М.М. Ипполитова-Иванова,Москва
Государственный университет по землеустройству,Москва
Государственный университет управления,Москва
Гуманитарно-Прогностический институт,Москва
Гуманитарно-Экологический Институт,Москва
Гуманитарно-экономический и информационно-технологический институт,Москва
Гуманитарно-экономический институт имени B.C. Черномырдина,Москва
Гуманитарно-экономический и технологический институт,Москва
Гуманитарный институт (г. Москва),Москва
Гуманитарный институт имени П.А.Столыпина,Москва
Гуманитарный институт телевидения и радиовещания им. М.А. Литовчина,Москва
Дипломатическая академия,Москва
Евразийский открытый институт,Москва
Европейский Университет Права JUSTO,Москва
Заочный финансово-экономический институт Финансового университета при Правительстве Российской федерации,Москва
Зеленоградское отделение ГБОУ ВПО МГПУ - Институт делового администрирования,Зеленоград
Институт автомобильных технологий и управления,Москва
Институт бизнеса и делового администрирования (ИБДА) РАНХиГС,
Институт бизнеса и дизайна,
Институт бизнеса и права г. Москва,Москва
Институт гостиничного и туристического менеджмента,Москва
Институт государственного администрирования,Москва
Институт государственного управления права и инновационных технологий,Москва
Институт государственной службы и управления (ИГСУ) РАНХиГС,
Институт гуманитарного образования и информационных технологий,Москва
Институт деловой карьеры,Москва
Институт европейских культур,Москва
Институт журналистики и литературного творчества,Москва
Институт индустрии моды,Москва
Институт искусства реставрации,Москва
Институт коммерции и права,Москва
Институт коммуникативных технологий,Москва
Институт Международного Бизнес Образования,Зеленоград
Институт международного права и экономики имени А.С.Грибоедова,Москва
Институт международной торговли и права,Москва
Институт международных социально-гуманитарных связей,Москва
Институт международных стандартов учета и управления,Москва
Институт международных экономических связей,
Институт менеджмента и бизнеса,Москва
Институт менеджмента экономики и инноваций,Москва
Институт механики и энергетики имени В.П. Горячкина Российского государственного аграрного университета - МСХА имени К.А. Тимирязева,Москва
Институт Мировой экономики и информатизации,Москва
Институт мировых цивилизаций,Москва
Институт Московская высшая школа социальных и экономических наук,Москва
Институт недвижимости и строительного бизнеса,Москва
Институт непрерывного образования,Москва
Институт правовой экономики,Москва
Институт практического востоковедения,Москва
Институт Практической Психологии и Психоанализа,Москва
Институт природообустройства имени А.Н. Костякова Российского государственного аграрного университета - МСХА имени К.А. Тимирязева,Москва
Институт профессионального образования,Москва Хорошевское шоссе
Институт профессиональных инноваций,Москва
Институт психологии,Москва
Институт психологии и педагогики,Москва
Институт психотерапии и клинической психологии,Москва
Институт русского театра,Москва
Институт рыночной экономики социальной политики и права,Москва
Институт сервиса (г. Москва) (филиал) Российского государственного университета туризма и сервиса,Москва
Институт современного искусства,Москва
Институт современного права и экономики,Москва
Институт современного управления кино и телевидения,
Институт современной экономики (г. Москва),Москва
Институт Содружества Независимых Государств,Москва
Институт социальных наук,Москва
Институт стран Востока,Москва
Институт театрального искусства им. П.М. Ершова,Москва
Институт текстильной и легкой промышленности московского государственного университета технологий и управления,Москва
Институт традиционного прикладного искусства (Московский филиал) Высшей школы народных искусств (института),Москва
Институт туризма и гостеприимства (г. Москва) (филиал) Российского государственного университета туризма и сервиса,Москва
Институт УНИК,Москва
Институт управления,Москва
Институт управления и информатики,
Институт управления и права,Москва
Институт управления экономики права и искусства,Москва
Институт финансов экономики и права офицеров запаса,Москва
Институт экономики бизнеса,Москва
Институт экономики и антикризисного управления,Москва
Институт экономики и культуры (г. Москва),Москва
Институт экономики и предпринимательства,Москва
Институт экономики и социальных отношений,Москва
Институт экономики и управления в промышленности,
Институт экономики и управления в строительстве и промышленности,Москва
Институт экономики финансов и права,Москва
Институт языков и культур имени Л.Толстого,Москва
Литературный институт имени А.М.Горького,Москва
Международная академия бизнеса и управления,Москва
Международная академия оценки и консалтинга,Москва
Международный еврейский институт экономики финансов и права,Москва
Международный институт гостиничного менеджмента и туризма,
Международный институт ИНФО-Рутения,Москва
Международный институт экономики и права,Москва
Международный славянский институт,Москва
Международный социально-гуманитарный институт,
Международный университет в Москве,Москва
Международный юридический институт,Москва
Московская академия образования Натальи Нестеровой,Москва
Московская академия предпринимательства при Правительстве г. Москвы,Москва
Московская академия рынка труда и информационных технологий,
Московская академия экономики и права,Москва
Московская Высшая Школа Экономики - финансовый институт,
Московская государственная академия ветеринарной медицины и биотехнологии имени К.И. Скрябина,Москва
Московская государственная академия водного транспорта,Москва
Московская государственная академия коммунального хозяйства и строительства,Москва
Московская государственная академия хореографии,Москва
Московская государственная консерватория (университет) имени П. И. Чайковского,Москва
Московская государственная художественно-промышленная академия им. С.Г. Строганова,Москва
Московская гуманитарно-техническая академия,Москва
Московская международная высшая школа бизнеса МИРБИС (Институт),
Московский авиационный институт (национальный исследовательский университет),Москва
Московский автомобильно-дорожный государственный технический университет (МАДИ),Москва
Московский архитектурный институт (государственная академия),
Московский банковский институт,Москва
Московский горный институт Национального исследовательского технологического университета МИСИС,Москва
Московский городской институт международного туризма,
Московский городской институт современных психологических технологий,Москва
Московский городской педагогический университет,Москва
Московский городской университет управления Правительства Москвы,Москва
Московский государственный академический художественный институт имени В.И. Сурикова,Москва
Московский государственный вечерний металлургический институт,Москва
Московский государственный гуманитарно-экономический университет,Москва
Московский государственный гуманитарный университет имени М.А. Шолохова,Москва
Московский государственный индустриальный университет,Москва
Московский государственный институт индустрии туризма имени Ю.А. Сенкевича,
Московский государственный институт международных отношений (университет),Москва
Московский государственный институт музыки имени А.Г. Шнитке,Москва
Московский государственный лингвистический университет,Москва
Московский государственный медико-стоматологический университет имени А.И. Евдокимова,Москва
Московский государственный областной университет,Москва
Московский государственный психолого-педагогический университет,Москва
Московский государственный строительный университет - национальный исследовательский университет,Москва
Московский государственный текстильный университет имени А.Н. Косыгина,Москва
Московский государственный технический университет гражданской авиации,Москва
Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет),Москва
Московский государственный технологический университет Станкин,Москва
Московский государственный университет геодезии и картографии,Москва
Московский государственный университет имени М.В. Ломоносова,Москва
Московский государственный университет пищевых производств,Москва
Московский государственный университет путей сообщения,Москва
Московский государственный университет технологий и управления имени К.Г. Разумовского,Москва
Московский государственный университет экономики статистики и информатики,
Московский государственный юридический университет имени О.Е. Кутафина,Москва
Московский гуманитарно-экономический институт,Москва
Московский гуманитарный институт,Москва
Московский гуманитарный институт имени Е.Р. Дашковой,Москва
Московский гуманитарный педагогический институт,Москва
Московский гуманитарный университет,Москва
Московский институт аналитической психологии и психоанализа,
Московский институт банковского дела,Москва
Московский институт государственного и корпоративного управления,Москва
Московский институт государственного управления и права,Москва
Московский институт иностранных языков,Москва
Московский институт лингвистики,Москва
Московский институт мировой экономики и международных отношений,Москва
Московский институт национальных и региональных отношений,Москва
Московский институт открытого образования,Москва
Московский институт права,Москва
Московский институт предпринимательства и права,Москва
Московский институт психоанализа,
Московский институт рекламы туризма шоу-бизнеса,Москва
Московский институт современного академического образования,Москва
Московский институт телевидения и радиовещания Останкино,
Московский институт управления,Москва
Московский институт управления и сервиса,Москва
Московский институт физической культуры и спорта,Москва
Московский институт экономики политики и права,Москва
Московский институт электроники и математики Национального исследовательского университета Высшая школа экономики,Москва
Московский институт энергобезопасности и энергосбережения,Москва
Московский институт юриспруденции,Москва
Московский информационно-технологический университет – Московский архитектурно-строительный институт,Москва
Московский Исламский Университет (Учреждение),Москва
Московский медицинский институт РЕАВИЗ,Москва
Московский налоговый институт,Москва
МОСКОВСКИЙ НОВЫЙ ЮРИДИЧЕСКИЙ ИНСТИТУТ,Москва
Московский областной филиал Санкт-Петербургского Гуманитарного университета профсоюзов Институт искусств и информационных технологий,
Московский открытый институт,Москва
Московский педагогический государственный университет,Москва
Московский пограничный институт Федеральной службы безопасности Российской Федерации,Москва
Московский политехнический университет,Москва
Московский психолого-социальный университет,Москва
Московский социально-педагогический институт,
Московский социально-экономический институт,Москва
Московский технический университет связи и информатики,Москва
Московский технологический институт,
Московский технологический университет,Москва
Московский транспортный институт,Москва
Московский университет имени С.Ю.Витте,Москва
Московский университет Министерства внутренних дел Российской Федерации имени В.Я. Кикотя,Москва
Московский университет ТУРО,Москва
Московский филиал автономного образовательного учреждения Ленинградского государственного университета имени А.С. Пушкина,Москва
Московский филиал Российской международной академии туризма,Москва
Московский финансово-правовой институт,Москва
Московский финансово-экономический институт,Москва
Московский финансово-юридический университет МФЮА,
